,zipcode,street_address,person_recovered_from_race,ucr_category
18179,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18181,40215,1100_Carlisle_Ave,White,Wpns_Law_Violation
18182,40241,11500_Deham_Dr,White,Robbery
18183,40213,5200_Preston_Hwy,Black,Wpns_Law_Violation
18184,40241,9600_Westport_Rd,White,Wpns_Law_Violation
18185,40206,2600_Lindsay_Ave,White,Narcotics
18188,40206,2600_Lindsay_Ave,White,Narcotics
18191,40206,2600_Lindsay_Ave,White,Narcotics
18194,40208,500_M_St,White,Wpns_Law_Violation
18195,40202,600_W_Jefferson_St,,Narcotics
18196,40213,900_Grade_Ln,White,Wpns_Law_Violation
18197,40203,400_S_12th_St,Black,Wpns_Law_Violation
18199,40203,400_S_12th_St,Black,Wpns_Law_Violation
18201,40291,6800_S_Hurstbourne_Pky,Black,Narcotics
18202,40203,400_West_Ct,Black,Aggravated_Assault
18203,40272,6200_Ashby_Ln,White,Aggravated_Assault
18205,40210,2700_Narragansett_Dr,Black,Wpns_Law_Violation
18207,40210,2700_Narragansett_Dr,Black,Wpns_Law_Violation
18209,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18210,40258,6500_Hackel_Dr,Black,Aggravated_Assault
18211,40218,7800_Pear_View_Ln,Black,Aggravated_Assault
18212,40258,4800_Cofer_Ave,,Robbery
18213,40214,5300_Halsey_Ct,Black,Narcotics
18215,40214,5300_Halsey_Ct,Black,Narcotics
18217,40258,5500_Bayshore_Ct,Black,Robbery
18218,40202,600_W_Jefferson_St,Black,Narcotics
18224,40272,2000_Penile_Rd,White,Narcotics
18225,40272,2000_Penile_Rd,White,Narcotics
18227,40272,2000_Penile_Rd,White,Narcotics
18229,40272,6800_Stardust_Dr,White,Narcotics
18230,40214,5000_Wabash_Pl,Black,Stolen_Property
18232,40214,5000_Wabash_Pl,Black,Stolen_Property
18234,40208,600_Industry_Rd,White,Burglary
18237,40208,600_Industry_Rd,White,Burglary
18240,40208,600_Industry_Rd,White,Burglary
18244,40215,500_Dresden_Ave,Black,Narcotics
18245,40202,600_W_Jefferson_St,Black,Kidnapping_Only
18246,40118,9600_National_Tpke,White,Wpns_Law_Violation
18248,40214,7300_St_Anthony_Church_Rd,White,Burglary
18249,40258,7900_Kenhurst_Dr,Black,Aggravated_Assault
18252,40211,2600_W_Broadway,Black,Wpns_Law_Violation
18253,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18260,40211,2900_W_Kentucky_St,Black,Wpns_Law_Violation
18261,40229,9200_Pagoda_Dr,White,Aggravated_Assault
18263,40212,2800_W_Market_St,White,Wpns_Law_Violation
18264,40212,2800_W_Market_St,White,Wpns_Law_Violation
18265,40212,2800_W_Market_St,White,Wpns_Law_Violation
18267,40203,600_S_11th_St,Black,Wpns_Law_Violation
18268,40229,200_Whisp_Brook_Cir,Black,Wpns_Law_Violation
18269,40216,4300_Cane_Run_Rd,Black,Aggravated_Assault
18270,40202,600_W_Jefferson_St,Black,Robbery
18274,40208,1600_Arthur_St,Black,Narcotics
18275,40210,1600_Garland_Ave,Black,Wpns_Law_Violation
18277,40210,1600_Garland_Ave,Black,Wpns_Law_Violation
18280,40207,800_Barret_Ave,White,Aggravated_Assault
18281,40204,800_Barret_Ave,White,Aggravated_Assault
18282,40203,500_Village_West_Dr,Black,Narcotics
18283,40216,5500_Dione_Ave,White,Theft_Fr_Veh
18285,40210,2100_Algonquin_Pky,Black,Aggravated_Assault
18286,40202,600_W_Jefferson_St,Black,Narcotics
18287,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18288,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18293,40212,100_N_26th_St,Black,Aggravated_Assault
18294,40204,400_S_Wenzel_St,Black,Narcotics
18295,40202,600_W_Jefferson_St,,Narcotics
18297,40258,6300_Chadron_Dr,White,Aggravated_Assault
18299,40258,6300_Chadron_Dr,White,Aggravated_Assault
18302,40213,1100_Meadow_Ave,White,Aggravated_Assault
18304,40213,1100_Meadow_Ave,White,Aggravated_Assault
18306,40212,400_S_38th_St,,Burglary
18307,40218,4100_Norbrook_Dr,Black,Aggravated_Assault
18310,40218,4100_Norbrook_Dr,Black,Aggravated_Assault
18313,40218,4100_Norbrook_Dr,Black,Aggravated_Assault
18317,40203,1000_W_Broadway,Black,Aggravated_Assault
18318,40202,400_S_4th_St,Black,Wpns_Law_Violation
18321,40241,4100_Towne_Center_Dr,Black,Shoplifting
18322,40214,1900_Hazelwood_Ct,Black,Aggravated_Assault
18324,40214,1900_Hazelwood_Ct,Black,Aggravated_Assault
18326,40272,2000_Dixie_Garden_Dr,White,Narcotics
18328,40211,2700_Greenwood_Ave,Black,Wpns_Law_Violation
18329,40203,500_S_18th_St,Black,Aggravated_Assault
18330,40206,600_Zorn_Ave,White,Wpns_Law_Violation
18331,40212,2800_W_Muhammad_Ali_Blvd,Black,Narcotics
18332,40203,200_W_Kentucky_St,Black,Counterfeiting
18335,40204,1400_Everett_Ave,White,Simple_Assault
18336,40214,4500_S_3rd_St,White,Wpns_Law_Violation
18337,40202,600_W_Jefferson_St,Black,Aggravated_Assault
18338,40202,600_W_Jefferson_St,,Vandalism
18339,40214,100_Freeman_Ave,Black,Aggravated_Assault
18340,40218,3300_Bardstown_Rd,Black,Wpns_Law_Violation
18342,40228,4600_Fegenbush_Ln,,Theft_Other
18343,40219,9100_Blue_Lick_Rd,Black,Wpns_Law_Violation
18345,40208,2500_S_4th_St,White,Narcotics
18347,40208,2500_S_4th_St,White,Narcotics
18349,40220,4100_Taylorsville_Rd,Black,Intimidation
18350,40291,5100_Keegan_Way,White,Aggravated_Assault
18351,40216,1500_Sanders_Ln,White,Aggravated_Assault
18353,40210,1500_Dumesnil_St,Black,Wpns_Law_Violation
18354,40211,3300_Kirby_Ave,Black,Vandalism
18355,40211,600_S_44th_St,Black,Wpns_Law_Violation
18356,40118,10700_Allen_Dr,White,Narcotics
18362,40118,10700_Allen_Dr,White,Narcotics
18368,40118,10700_Allen_Dr,White,Narcotics
18374,40118,10700_Allen_Dr,White,Narcotics
18380,40118,10700_Allen_Dr,White,Narcotics
18386,40118,10700_Allen_Dr,White,Narcotics
18392,40212,4100_W_Market_St,Black,Narcotics
18393,,4400_Dixie_Hwy,Hispanic,Wpns_Law_Violation
18394,40204,1200_Payne_St,White,Aggravated_Assault
18396,40211,1200_S_41st_St,Black,Wpns_Law_Violation
18397,40208,700_M_St,Black,Aggravated_Assault
18399,40218,200_Eldorado_Ave,White,Aggravated_Assault
18400,40212,2400_W_Market_St,Black,Narcotics
18401,40204,600_Baxter_Ave,White,Wpns_Law_Violation
18403,40220,3300_Breckenridge_Ln,White,Wpns_Law_Violation
18404,40220,3600_Stonyrun_Dr,Black,Aggravated_Assault
18406,40220,3600_Stonyrun_Dr,Black,Aggravated_Assault
18408,40202,600_W_Jefferson_St,Black,Narcotics
18409,40202,600_W_Jefferson_St,,Robbery
18410,40218,6600_Beechbrook_Ct,Black,Wpns_Law_Violation
18414,40272,10400_Greentree_Ln,Black,Narcotics
18415,40213,4900_Preston_Hwy,White,Wpns_Law_Violation
18416,40203,500_N_17th_St,Black,Wpns_Law_Violation
18417,40216,1700_Bonnyville_Blvd,Black,Narcotics
18418,40219,3700_Chateau_Ln,White,Robbery
18420,40220,4200_Browns_Ln,White,Narcotics
18422,40220,4200_Browns_Ln,White,Narcotics
18425,40211,2700_W_Madison_St,Black,Wpns_Law_Violation
18426,40211,4200_Vermont_Ave,Black,Wpns_Law_Violation
18427,40219,4500_Plane_Tree_Dr,Black,Narcotics
18428,40203,500_Finzer_St,Black,Wpns_Law_Violation
18429,40214,5200_S_3rd_St,Black,Aggravated_Assault
18431,40214,5200_S_3rd_St,Black,Aggravated_Assault
18433,40211,2600_Virginia_Ave,Black,Wpns_Law_Violation
18434,40202,600_W_Jefferson_St,White,Wpns_Law_Violation
18436,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18438,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18439,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18443,40203,600_Dr_W_J_Hodge_St,Black,Aggravated_Assault
18444,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18445,40219,6000_Athens_Dr,Black,Wpns_Law_Violation
18446,40211,3300_Greenwood_Ave,Black,Wpns_Law_Violation
18447,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18448,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18449,40216,6400_Eureka_Ave,White,Aggravated_Assault
18450,40214,7500_Lesane_Dr,White,Aggravated_Assault
18451,40241,9800_Cypress_Creek_Dr,White,Wpns_Law_Violation
18453,40202,600_W_Jefferson_St,Black,Theft_Fr_Veh
18454,40210,2500_Date_St,Black,Aggravated_Assault
18455,40214,4500_S_1st_St,White,Intimidation
18459,40216,1600_Brick_Kiln_Ln,,Aggravated_Assault
18460,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18462,40212,2300_Rowan_St,White,Aggravated_Assault
18463,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18467,40211,2400_Howard_St,Black,Wpns_Law_Violation
18468,40211,2800_Virginia_Ave,Black,Aggravated_Assault
18470,40204,600_Baxter_Ave,Black,Wpns_Law_Violation
18471,40204,2300_Grinstead_Dr,Black,Wpns_Law_Violation
18472,40203,400_Wilberforce_Ct,,Burglary
18473,40214,800_Palatka_Rd,Black,Narcotics
18475,40211,2600_Hale_Ave,Black,Wpns_Law_Violation
18477,40211,2600_Hale_Ave,Black,Wpns_Law_Violation
18479,40206,2600_Le_Blanc_Ct,Black,Aggravated_Assault
18482,40291,8700_Michael_Edward_Dr,White,Wpns_Law_Violation
18484,40291,8700_Michael_Edward_Dr,White,Wpns_Law_Violation
18486,40211,2600_W_Madison_St,,Accidental_Shooting
18487,40214,7500_Nottoway_Cir,White,Aggravated_Assault
18489,40214,7500_Nottoway_Cir,White,Aggravated_Assault
18491,40214,300_W_Kenwood_Way,Hispanic,Narcotics
18493,40214,300_W_Kenwood_Way,Hispanic,Narcotics
18495,40203,400_W_Ormsby_Ave,White,Narcotics
18496,40202,600_W_Jefferson_St,Black,Aggravated_Assault
18497,40229,9800_Lancewood_Rd,White,Wpns_Law_Violation
18498,40208,1300_S_Preston_St,Black,Narcotics
18500,40208,1300_S_Preston_St,Black,Narcotics
18502,40210,1700_Bolling_Ave,Black,Robbery
18503,40118,6300_Commerce_Park_Ct,Black,Aggravated_Assault
18504,40228,7600_Northern_Spy_Ct,White,Simple_Assault
18506,40215,1100_Longfield_Ave,White,Narcotics
18508,40215,1100_Longfield_Ave,White,Narcotics
18510,40203,1500_W_Muhammad_Ali_Blvd,Black,Narcotics
18511,40218,2000_Bashford_Manor_Ln,Black,Aggravated_Assault
18512,40220,3100_Park_Church_Ln,Black,Wpns_Law_Violation
18513,40291,10400_Brookridge_Village_Blvd,White,Aggravated_Assault
18515,40291,10400_Brookridge_Village_Blvd,White,Aggravated_Assault
18517,40202,600_W_Jefferson_St,Black,Robbery
18518,40202,600_W_Jefferson_St,Black,Robbery
18519,40202,600_W_Jefferson_St,Black,Robbery
18521,40212,300_S_39th_St,Black,Wpns_Law_Violation
18522,40216,4400_Cane_Run_Rd,Black,Robbery
18523,40211,4400_Elliott_Ave,Black,Wpns_Law_Violation
18524,40219,5500_Indian_Oaks_Cir,,Aggravated_Assault
18525,40215,3600_Lentz_Ave,Black,Wpns_Law_Violation
18526,40202,600_W_Jefferson_St,,Accidental_Shooting
18527,40243,12400_Old_Shelbyville_Rd,Black,Wpns_Law_Violation
18528,40218,200_Welburn_Dr,White,Narcotics
18530,40218,200_Welburn_Dr,White,Narcotics
18532,40211,2700_Garland_Ave,Black,Wpns_Law_Violation
18534,40211,2700_Garland_Ave,Black,Wpns_Law_Violation
18537,40214,3200_Springfield_Dr,White,Narcotics
18538,40215,1100_Berry_Blvd,Black,Wpns_Law_Violation
18539,40245,14500_Aiken_Rd,White,Wpns_Law_Violation
18540,40211,3400_Bohne_Ave,Black,Robbery
18541,40208,3100_Montana_Ave,Black,Robbery
18542,40208,3000_Taylor_Blvd,Black,Robbery
18543,40208,3100_Montana_Ave,Black,Robbery
18544,40208,3000_Taylor_Blvd,,Robbery
18548,40213,1200_Pigeon_Pass_Rd,White,Stolen_Property
18549,40210,1300_Dixie_Hwy,Black,Auto_Theft
18550,40202,600_W_Jefferson_St,,Aggravated_Assault
18551,40258,6800_Aron_Rd,White,Wpns_Law_Violation
18554,40203,400_West_Ct,Black,Wpns_Law_Violation
18555,40202,600_W_Jefferson_St,White,Robbery
18556,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18557,40211,4300_Sunset_Ave,Black,Narcotics
18559,40211,4300_Sunset_Ave,Black,Narcotics
18561,40202,600_W_Jefferson_St,,Aggravated_Assault
18564,40208,1400_S_2nd_St,Black,Simple_Assault
18566,40208,1400_S_2nd_St,Black,Simple_Assault
18568,40216,4400_Cane_Run_Rd,Black,Wpns_Law_Violation
18571,40210,1700_Dumesnil_St,Black,Wpns_Law_Violation
18572,40212,2500_Rowan_St,White,Wpns_Law_Violation
18573,40229,4100_Blue_Lick_Ct,Black,Aggravated_Assault
18574,40214,2900_Springfield_Dr,Black,Narcotics
18576,40214,2900_Springfield_Dr,Black,Narcotics
18578,40216,6600_Flagler_Ave,White,All_Other_Offenses
18580,40216,6600_Flagler_Ave,White,All_Other_Offenses
18581,40216,6600_Flagler_Ave,White,All_Other_Offenses
18587,40118,300_Caple_Ave,White,Wpns_Law_Violation
18590,40211,3200_Dumesnil_St,Black,Stolen_Property
18592,40211,3200_Dumesnil_St,Black,Stolen_Property
18594,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18596,40202,600_W_Jefferson_St,,Narcotics_Equip
18597,40202,600_W_Jefferson_St,,Intimidation
18599,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18600,40210,1800_Dumesnil_St,Black,Aggravated_Assault
18602,40211,2400_W_Broadway,Black,Narcotics
18603,40211,800_S_40th_St,Black,Wpns_Law_Violation
18605,40211,4100_W_Kentucky_St,Black,Theft_Fr_Veh
18607,40211,4100_W_Kentucky_St,Black,Theft_Fr_Veh
18609,40211,4100_W_Kentucky_St,,Theft_Other
18611,40212,2300_W_Jefferson_St,Black,Narcotics
18612,40229,3500_Orbit_Ct,Black,Intimidation
18613,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18614,40059,7300_Beachland_Beach_Rd,,All_Other_Offenses
18616,40204,1100_E_Broadway,White,Narcotics
18617,40211,3600_Vermont_Ave,Black,Wpns_Law_Violation
18619,40217,1200_Delor_Ave,Black,Narcotics
18620,40203,1900_Griffiths_Ave,White,Aggravated_Assault
18621,40216,4700_Walnut_Grove_Ave,White,Aggravated_Assault
18622,40218,5600_Regal_Dr,Black,Simple_Assault
18626,40217,1200_Lydia_St,White,Narcotics
18630,40217,1200_Lydia_St,White,Narcotics
18634,40217,1200_Lydia_St,White,Narcotics
18638,40217,1200_Lydia_St,White,Narcotics
18642,40211,4200_Fordson_Way,Black,Wpns_Law_Violation
18644,40208,700_Heywood_Ave,White,Wpns_Law_Violation
18647,40258,7500_Cane_Run_Rd,White,Narcotics
18648,40203,1500_W_Muhammad_Ali_Blvd,Black,Wpns_Law_Violation
18651,40203,2700_Cedar_St,Black,Wpns_Law_Violation
18652,40203,1500_W_Muhammad_Ali_Blvd,Black,Wpns_Law_Violation
18655,40203,2700_Cedar_St,Black,Wpns_Law_Violation
18656,40203,1500_W_Muhammad_Ali_Blvd,Black,Wpns_Law_Violation
18658,40203,1500_W_Muhammad_Ali_Blvd,Black,Wpns_Law_Violation
18659,40203,2700_Cedar_St,Black,Wpns_Law_Violation
18660,40212,1500_W_Muhammad_Ali_Blvd,Black,Wpns_Law_Violation
18662,40212,1500_W_Muhammad_Ali_Blvd,Black,Wpns_Law_Violation
18663,40212,2700_Cedar_St,Black,Wpns_Law_Violation
18664,40243,200_Middletown_Sq,White,Aggravated_Assault
18665,40220,3300_Noe_Way,Black,Wpns_Law_Violation
18666,40202,600_W_Jefferson_St,Black,Simple_Assault
18668,40204,1400_E_Breckinridge_St,White,Narcotics
18669,40215,1500_Larchmont_Ave,Hispanic,Narcotics
18670,40210,1800_Bolling_Ave,Black,Wpns_Law_Violation
18671,40210,2100_Wallie_Ann_Ct,Black,Wpns_Law_Violation
18672,40212,3700_W_Muhammad_Ali_Blvd,Black,Aggravated_Assault
18673,40272,11200_Woodridge_Lake_Way,White,Stolen_Property
18674,40210,2200_W_Kentucky_St,Black,Wpns_Law_Violation
18675,40216,4900_Saddlebrook_Ct,Black,Wpns_Law_Violation
18676,40216,4900_Saddlebrook_Ct,Black,Wpns_Law_Violation
18677,40211,1800_S_38th_St,Black,Wpns_Law_Violation
18678,40217,500_Lilly_Ave,White,Aggravated_Assault
18682,40211,400_N_29_St,Black,Aggravated_Assault
18685,40215,1500_Longfield_Ave,Black,Wpns_Law_Violation
18686,,2900_7th_Street_Rd,White,Wpns_Law_Violation
18687,40208,2900_S_6th_St,Black,Aggravated_Assault
18688,40213,7100_Grade_Ln,White,Wpns_Law_Violation
18690,40215,4100_La_Salle_Ave,Hispanic,Narcotics
18691,40212,300_S_41st_St,Black,Intimidation
18692,40208,400_Marret_Ave,White,Wpns_Law_Violation
18694,40208,400_Marret_Ave,White,Wpns_Law_Violation
18696,40219,6600_Preston_Hwy,White,Narcotics
18697,40223,9800_Vieux_Carre_Dr,White,Vandalism
18698,40299,4200_Brook_Farm_Pl,Black,Wpns_Law_Violation
18699,40210,1800_W_Kentucky_St,Black,Robbery
18702,40210,2200_Hale_Ave,White,Narcotics
18703,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18705,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18708,40118,700_Glengarry_Dr,White,Narcotics
18709,40211,700_S_36th_St,Black,Aggravated_Assault
18711,40215,3600_Woodruff_Ave,Black,Wpns_Law_Violation
18712,40217,900_Mulberry_St,White,Wpns_Law_Violation
18715,40217,900_Mulberry_St,White,Wpns_Law_Violation
18718,40217,900_Mulberry_St,White,Wpns_Law_Violation
18721,40208,400_Iowa_Ave,Black,Aggravated_Assault
18722,40208,600_W_Jefferson_St,Black,Aggravated_Assault
18723,40202,400_Iowa_Ave,Black,Aggravated_Assault
18724,40202,600_W_Jefferson_St,Black,Aggravated_Assault
18725,40203,100_W_Ormsby_Ave,Black,Wpns_Law_Violation
18726,40211,4100_Grand_Ave,Black,Wpns_Law_Violation
18727,40211,3000_W_Madison_St,Black,Wpns_Law_Violation
18730,40229,11300_Nez_Perce_Way,White,Wpns_Law_Violation
18731,40212,2900_Bank_St,White,Stolen_Property
18735,40258,5000_Stephan_Dr,White,Narcotics
18738,40258,5000_Stephan_Dr,White,Narcotics
18741,40258,5000_Stephan_Dr,White,Narcotics
18744,,600_W_Jefferson_St,,Wpns_Law_Violation
18746,40202,600_W_Jefferson_St,White,Burglary
18751,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
18759,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
18767,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
18775,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
18783,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
18791,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
18799,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
18807,40206,1400_Frankfort_Ave,Black,Aggravated_Assault
18815,40210,1800_Algonquin_Pky,Black,Aggravated_Assault
18816,40212,2300_Portland_Ave,White,Narcotics
18819,40228,7000_Briscoe_Ln,White,Narcotics
18822,40228,7000_Briscoe_Ln,White,Narcotics
18825,40228,7000_Briscoe_Ln,White,Narcotics
18833,40210,2300_W_Gaulbert_Ave,Black,Wpns_Law_Violation
18837,40210,2300_W_Gaulbert_Ave,Black,Wpns_Law_Violation
18841,40210,2300_W_Gaulbert_Ave,Black,Wpns_Law_Violation
18845,40210,2300_W_Gaulbert_Ave,Black,Wpns_Law_Violation
18849,40210,2300_W_Gaulbert_Ave,Black,Narcotics
18852,40210,2300_W_Gaulbert_Ave,Black,Narcotics
18855,40210,2300_W_Gaulbert_Ave,Black,Narcotics
18858,40212,2800_W_Jefferson_St,Black,Wpns_Law_Violation
18859,40203,400_S_16th_St,Black,Aggravated_Assault
18862,40203,400_S_16th_St,Black,Aggravated_Assault
18865,40203,400_S_16th_St,Black,Aggravated_Assault
18868,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
18869,40203,600_W_Jefferson_St,Black,Wpns_Law_Violation
18957,40218,2000_Terril_Ln,Black,Burglary
18959,40218,2000_Terril_Ln,Black,Burglary
18961,40291,8000_Beulah_Church_Rd,Black,Aggravated_Assault
18962,40211,2700_Magazine_St,Black,Wpns_Law_Violation
18963,40213,2900_Fern_Valley_Rd,,Robbery
18964,40229,4600_Kingsmore_Dr,White,All_Other_Offenses
18966,40229,4600_Kingsmore_Dr,White,All_Other_Offenses
18968,40216,4900_Saddlebrook_Ct,Black,Wpns_Law_Violation
18969,40258,8400_Gloxinia_Dr,,Burglary
18970,40242,8600_Lyndon_Crossings_Ct,White,Narcotics
18972,40212,3000_Rowan_St,White,Aggravated_Assault
18973,40202,600_W_Jefferson_St,Black,Robbery
18974,40212,500_N_26th_St,Black,Aggravated_Assault
18976,40211,3000_W_Broadway,Black,Stolen_Property
18977,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18979,40219,4800_Outer_Loop,Black,Wpns_Law_Violation
18980,40291,8800_Timberline_Dr,White,Intimidation
18983,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18985,40202,600_W_Jefferson_St,,Wpns_Law_Violation
18989,40217,400_E_Brandeis_Ave,White,Intimidation
18991,40217,400_E_Brandeis_Ave,White,Intimidation
18993,40222,600_Fountain_Ave,,Theft_Other
18996,40211,3400_Bohne_Ave,,Robbery
18997,40202,800_Barret_Ave,Black,Aggravated_Assault
18998,40202,600_W_Jefferson_St,Black,Aggravated_Assault
18999,40204,800_Barret_Ave,,Aggravated_Assault
19000,40204,600_W_Jefferson_St,Black,Aggravated_Assault
19001,40203,800_Barret_Ave,Black,Aggravated_Assault
19002,40203,600_W_Jefferson_St,Black,Aggravated_Assault
19003,40203,800_Barret_Ave,Black,Aggravated_Assault
19004,40203,600_W_Jefferson_St,Black,Aggravated_Assault
19005,40203,800_Barret_Ave,Black,Aggravated_Assault
19006,40203,600_W_Jefferson_St,Black,Aggravated_Assault
19009,40210,1800_Date_St,Black,Wpns_Law_Violation
19010,40212,2600_W_Jefferson_St,Black,Simple_Assault
19011,40229,9300_Blue_Lick_Rd,Black,Wpns_Law_Violation
19014,40220,3200_Orchard_Manor_Cir,,Robbery
19016,40210,1700_Patton_Ct,Black,Narcotics
19017,40212,2500_St_Xavier_St,Black,Narcotics
19021,40212,2500_St_Xavier_St,Black,Narcotics
19025,40212,2500_St_Xavier_St,Black,Narcotics
19029,40212,2500_St_Xavier_St,Black,Narcotics
19035,40208,300_Iowa_Ave,Black,Wpns_Law_Violation
19036,40216,3200_Dover_Ave,Black,Narcotics
19038,40216,3200_Dover_Ave,Black,Narcotics
19040,40213,5000_Preston_Hwy,Black,Wpns_Law_Violation
19041,40216,2400_Briargate_St,White,Wpns_Law_Violation
19042,40211,2600_W_Chestnut_St,Black,Narcotics
19043,40211,3500_Vermont_Ave,Black,Wpns_Law_Violation
19044,40211,3500_Vermont_Ave,Black,Wpns_Law_Violation
19045,40202,600_W_Jefferson_St,Black,Aggravated_Assault
19046,40202,600_W_Jefferson_St,Black,Aggravated_Assault
19047,40202,600_W_Jefferson_St,,Aggravated_Assault
19048,40202,600_W_Jefferson_St,Black,Aggravated_Assault
19049,40219,7300_Preston_Hwy,Black,Narcotics
19053,40215,1000_Sale_Ave,White,Wpns_Law_Violation
19054,40220,2900_Rio_Rita_Ave,White,Wpns_Law_Violation
19055,40216,4100_Cane_Run_Rd,Black,Stolen_Property
19056,40211,1300_S_28th_St,Black,Aggravated_Assault
19057,40202,600_W_Jefferson_St,Black,Robbery
19064,40219,4900_Poplar_Level_Rd,Black,Intimidation
19065,40291,6200_Big_Ben_Dr,White,Narcotics
19068,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
19071,40205,1900_Winston_Ave,Black,Wpns_Law_Violation
19073,40205,1900_Winston_Ave,Black,Wpns_Law_Violation
19075,40216,3200_Welman_Dr,,Stolen_Property
19076,40216,3200_Welman_Dr,Black,Stolen_Property
19077,40216,3200_Welman_Dr,Black,Stolen_Property
19080,40216,2900_7th_Street_Rd,Black,Wpns_Law_Violation
19081,40222,5000_Sunset_Ct,Black,Wpns_Law_Violation
19082,40212,2900_W_Jefferson_St,Black,Narcotics
19085,40212,2200_Lytle_St,,Aggravated_Assault
19086,40212,3900_Bank_St,Black,Wpns_Law_Violation
19092,40212,3900_Bank_St,Black,Wpns_Law_Violation
19098,40212,3900_Bank_St,Black,Wpns_Law_Violation
19104,40212,3900_Bank_St,Black,Wpns_Law_Violation
19110,40212,3900_Bank_St,Black,Wpns_Law_Violation
19116,40212,3900_Bank_St,Black,Wpns_Law_Violation
19122,40202,600_W_Jefferson_St,,Wpns_Law_Violation
19123,40214,6300_Oak_Valley_Dr,White,Wpns_Law_Violation
19126,40202,600_W_Jefferson_St,,Wpns_Law_Violation
19128,40210,1700_Harrod_Ct,Black,Wpns_Law_Violation
19129,40210,1700_S_25th_St,Black,Wpns_Law_Violation
19132,40210,1700_S_25th_St,Black,Wpns_Law_Violation
19135,40210,1700_S_25th_St,Black,Wpns_Law_Violation
19138,40220,4500_Landside_Dr,Black,Wpns_Law_Violation
19139,40213,5100_Crafty_Dr,Black,Wpns_Law_Violation
19140,40258,5400_Jessamine_Ln,White,Wpns_Law_Violation
19146,40258,5400_Jessamine_Ln,White,Wpns_Law_Violation
19152,40258,5400_Jessamine_Ln,White,Wpns_Law_Violation
19158,40258,5400_Jessamine_Ln,White,Wpns_Law_Violation
19164,40258,5400_Jessamine_Ln,White,Wpns_Law_Violation
19170,40258,5400_Jessamine_Ln,White,Wpns_Law_Violation
19176,40202,600_W_Jefferson_St,Black,Burglary
19178,40208,1600_Arthur_St,Black,Wpns_Law_Violation
19180,40208,1600_Arthur_St,Black,Wpns_Law_Violation
19182,40202,600_W_Jefferson_St,,Robbery
19190,40206,100_Coral_Ave,White,Aggravated_Assault
19191,40215,1200_Dresden_Ave,Black,Aggravated_Assault
19192,40210,2200_W_Kentucky_St,Black,Wpns_Law_Violation
19193,40220,3000_Mid_Dale_Ln,White,Wpns_Law_Violation
19194,40208,300_W_Lee_St,Black,Aggravated_Assault
19195,40202,600_W_Jefferson_St,Black,Wpns_Law_Violation
19198,40210,1300_Moore_Ct,Black,Burglary
19199,40212,300_S_42nd_St,Black,Wpns_Law_Violation
19200,40218,4100_Wahl_Street_Blvd,Black,Burglary
19201,40202,600_W_Jefferson_St,,Accidental_Shooting
19203,40203,1900_W_Market_St,Black,Theft_Other
19205,40229,3600_Mason_Ave,White,Wpns_Law_Violation
19207,40229,3600_Mason_Ave,White,Wpns_Law_Violation
19209,40214,5400_New_Cut_Rd,Hispanic,Narcotics
19210,40258,7200_Alameter_Ct,White,Theft_Other
19211,40212,2500_Northwestern_Pky,White,Wpns_Law_Violation
19212,40203,200_W_Oak_St,Black,Wpns_Law_Violation
19214,40218,3500_Mayo_Dr,White,Intimidation
19215,40213,4400_Silverleaf_Dr,Black,Aggravated_Assault
19216,40215,3600_Georgetown_Pl,Black,Aggravated_Assault
19217,40215,4600_Taylor_Blvd,Black,Wpns_Law_Violation
19218,40215,3800_Parthenia_Ave,,Burglary
19222,40215,3800_Parthenia_Ave,,Burglary
19226,40215,3800_Parthenia_Ave,,Burglary
19230,40215,3800_Parthenia_Ave,,Burglary
